DATE,PROJECT_ID,TITLE,BOROUGH,LEVEL_OF_REVIEW,AGENCY,CERTIFICATE_NUMBER,PUBLIC_PRIVATE,ACTION,PROJECT_TYPE
11/16/2020,20671,"Installation of a rooftop canopy with photovoltaic panels, Kings Highway Branch Library, 2115 Ocean Avenue, Brooklyn",Brooklyn,Preliminary and Final,BPL,27610,Public,Calendared for Consent,Building systems & Modifications
11/16/2020,20672,"Installation of a rooftop canopy with photovoltaic panels, Mill Basin Branch Library, 2385 Ralph Avenue, Brooklyn",Brooklyn,Preliminary and Final,BPL,27611,Public,Calendared for Consent,Building systems & Modifications
11/16/2020,21196,"Installation of a long-term temporary commemoration to Tom Seaver, CitiField, 41 Seaver Way, (120-01 Roosevelt Avenue), Corona, Queens",Queens,Preliminary and Final,DPR,27621,Public and Private,Calendared for Consent,Landscape architecture
11/16/2020,21938,"Reconstruction of fueling facilities, New York Police Department, Highway Precinct No. 3, Cunningham Park, 198-15 Grand Central Parkway, Hollis, Queens",Queens,Preliminary and Final,DDC/DPR,27613,Public,Calendared for Consent,Building systems & Modifications
11/16/2020,22084,"Reconstruction of Victory Boulevard Pump Station, 4435 Victory Boulevard, Staten Island",Staten Island,Preliminary and Final,DEP,27615,Public,Calendared for Consent,Architecture
11/16/2020,22101,"Construction of streetscape improvements, Bush Terminal Industrial Campus (Made in NY), between 41st Street, 1st Avenue, and 44th Street, and the waterfront, Brooklyn",Brooklyn,Final,EDC,27629,Public,Calendared for Consent,Landscape architecture
11/16/2020,22103,"Reconstruction of an open space, Court Square Park, Court Square West, Jackson Avenue, and Court Square East, Long Island City, Queens",Queens,Preliminary,DPR,27619,Public,Calendared for Consent,Landscape architecture
11/16/2020,22106,"Reconstruction of Rainey Park, Vernon Boulevard, 33rd Road, 34th Avenue, and the East River, Astoria, Queens",Queens,Preliminary,DPR,27620,Public,Calendared for Consent,Landscape architecture
11/16/2020,22109,"Reconstruction of a portion of Power Playground, Avenue N, Utica Avenue, Avenue O, and East 49th Street, Brooklyn",Brooklyn,Preliminary and Final,DPR,27622,Public,Calendared for Consent,Landscape architecture
11/16/2020,22110,"Reconstruction of soccer fields 1 & 6 as Phase IV of the reconstruction of the Red Hook Recreation Area, Clinton Street, Bay Street, and Court Street, Brooklyn",Brooklyn,Preliminary and Final,DPR,27632,Public,Calendared for Public Hearing,Landscape architecture
11/16/2020,22111,"Reconstruction of Davidson Park, Davidson Avenue between West 176th Street and West 177th Street, Bronx",Bronx,Final,DPR,27625,Public,Calendared for Consent,Landscape architecture
11/16/2020,22113,"Construction of Bushwick Inlet Park as part of the Greenpoint and Williamsburg waterfront, Phase III, Kent Avenue between North 9th Street and North 15th Street, Brooklyn",Brooklyn,Final,DPR,27624,Public,Calendared for Consent,Landscape architecture
11/16/2020,22114,"Construction of an ADA ramp at the Dairy, Central Park, East 65th Street transverse road between Center Drive and East Drive, Manhattan",Manhattan,Final,DPR/CPC,27626,Public,Calendared for Consent,Landscape architecture
11/16/2020,22115,"Construction of a levee and tide gate (South Shore Coastal Resiliency), Hylan Boulevard and Oakwood Beach Wastewater Resource Recovery Facility, Staten Island",Staten Island,Final,DDC/DPR/DEP/DOT,27614,Public,Calendared for Consent,Landscape architecture
11/16/2020,22116,"Rehabilitation of steel structures, Phase I, Concrete Plant Park, Bronx River Greenway, Westchester Avenue, the Bronx River, Bruckner Boulevard, and the Amtrak railroad, Bronx",Bronx,Preliminary and Final,DPR,27623,Public,Calendared for Consent,Building systems & Modifications
11/16/2020,22117,"Construction of a public health laboratory, Harlem Hospital Center, Lenox Avenue, West 137th Street, Fifth Avenue, and West 136th Street, Manhattan",Manhattan,Final,EDC,27628,Public,Calendared for Consent,Architecture
11/16/2020,22119,"Rehabilitation of the Queens Detention Center, 126-01 82nd Avenue, Kew Gardens, Queens",Queens,Preliminary and Final,DOC,27617,Public,Calendared for Consent,Building systems & Modifications
11/16/2020,22120,"Installation of pre-engineered metal building addition, Anheuser-Busch warehouse/distribution facility and recycling center, Hunts Point Food Distribution Center, 500 Food Center Drive, Bronx",Bronx,Preliminary and Final,EDC,27627,Private,Calendared for Consent,Building systems & Modifications
11/16/2020,22121,"Installation of security bollards, Pier 1, Brooklyn Bridge Park, Furman Street and Old Fulton Street, Brooklyn",Brooklyn,Preliminary and Final,DOT/BBP,27618,Public,Calendared for Consent,Street furniture
11/16/2020,22123,"Rehabilitation of the former Kensico Laboratory, Kensico Reservoir, 19 Westlake Drive, Mount Pleasant, Westchester County",Upstate,Final,DEP,27616,Public,Calendared for Consent,Architecture
11/16/2020,22124,"Installation of two louvers and a rooftop vent, Building 127, Third Street, Morris Avenue, Fourth Street, and McDonough Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn",Brooklyn,Preliminary and Final,BNYDC,27607,Private,Calendared for Consent,Architecture
11/16/2020,22125,"Restoration of windows, Building 22, Warrington Avenue, Fourth Street, and McDonough Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn",Brooklyn,Preliminary and Final,BNYDC,27608,Private,Calendared for Consent,Architecture
11/16/2020,22129,"Reconstruction of the Queens Storehouse (Allied II), 43 Meridian Road, Flushing Meadows Corona Park, Meridian Road between East Road and Van Wyck Expressway, Flushing, Queens",Queens,Preliminary,DPR,27631,Public,Calendared for Public Hearing,Building systems & Modifications
11/16/2020,22130,"Installation of a pilot modular comfort station and adjacent site work, Luis Lopez Playground, Targee Street, Palma Drive, and Oder Avenue, Staten Island",Staten Island,Preliminary and Final,DPR,27630,Public,Calendared for Public Hearing,Architecture
12/14/2020,21503,"Installation of two murals by Miguel Luciano, Metropolitan Hospital, 1902 Second Avenue, First Avenue between 97th Street and 99th Street and Second Avenue between 97th Street and 99th Street, Manhattan",Manhattan,Conceptual,EDC,27653,Public,Calendared for Public Hearing,Artwork
12/14/2020,22070,"Reconstruction of the playground, St. Vartan Park, First Avenue, East 36th Street, Second Avenue, and East 35th Street, Manhattan",Manhattan,Preliminary,DPR,27641,Public,Calendared for Consent,Landscape architecture
12/14/2020,22112,"Reconstruction of a portion of Kelly Playground, adjacent to P.S. 255, East 17th Street and Avenue S, Brooklyn",Brooklyn,Final,DPR,27647,Public,Calendared for Consent,Landscape architecture
12/14/2020,22118,"Installation of an interpretive sign, Concrete Plant Park, Bronx River Greenway, Westchester Avenue, the Bronx River, Bruckner Boulevard, and the Amtrak railroad, Bronx",Bronx,Preliminary and Final,DPR/BRA,27649,Public,Calendared for Consent,Signage
12/14/2020,22122,"Loan of the portrait of Oliver Hazard Perry (1816) by John Wesley Jarvis, City Hall portrait collection, to the Peabody Essex Museum and Crystal Bridges Museum of American Art",Manhattan,Preliminary,PDC,27652,Public,Calendared for Consent,Artwork
12/14/2020,22131,"Installation of louvers, Building 212, Flushing Avenue between Chauncey Avenue and Fourth Street, Brooklyn Navy Yard Industrial Park, Brooklyn",Brooklyn,Preliminary and Final,BNYDC,27633,Private,Calendared for Consent,Building systems & Modifications
12/14/2020,22133,"Removal of a distinctive sidewalk, Clove Lakes Park, Clove Road at Park Drive and Clove Road at Cheshire Place, Staten Island",Staten Island,Preliminary and Final,DOT,27640,Public,Calendared for Consent,Landscape architecture
12/14/2020,22134,"Installation of condensing units, Queens Zoo, 55-51 111th Street, Flushing Meadows Corona Park, Corona, Queens",Queens,Preliminary and Final,DPR/DCLA,27650,Public,Calendared for Consent,Building systems & Modifications
12/14/2020,22137,"Conservation of the Brownsville War Memorial by Charles C. Rumsey, Zion Triangle Plaza, Legion Street, East New York Avenue and Pitkin Avenue, Brooklyn",Brooklyn,Final,DDC/DOT/DPR,27635,Public,Calendared for Consent,Artwork
12/14/2020,22138,"Reconstruction of the 210th Street Playground, Cunningham Park, 210th Street, 73rd Avenue, and the Clearview Expressway, Oakland Gardens, Queens",Queens,Final,DPR,27648,Public,Calendared for Consent,Landscape architecture
12/14/2020,22139,"Installation of a sealcoat soccer field, P.S. 186, 7601 19th Avenue, Brooklyn",Brooklyn,Preliminary and Final,DOE,27637,Public,Calendared for Consent,Landscape architecture
12/14/2020,22140,"Construction of a reading garden, Bellerose Playground, adjacent to P.S. 133, 249th Street between 85th Avenue and 86th Avenue, Bellerose Manor, Queens",Queens,Preliminary and Final,DPR,27642,Public,Calendared for Consent,Landscape architecture
12/14/2020,22141,"Reconstruction of Bayside Marina and a portion of the Brooklyn-Queens Greenway, 28-05 Cross Island Parkway at 28th Avenue, Bayside, Queens",Queens,Preliminary and Final,DPR,27644,Public and Private,Calendared for Consent,Landscape architecture
12/14/2020,22142,"Reconstruction of the Muscota Marsh east dock, Spuyten Duyvil Creek, West 218th Street and Indian Road, east of Inwood Hill Park and west of Columbia University's Baker Athletics Complex, Manhattan",Manhattan,Preliminary and Final,DPR,27645,Public,Calendared for Consent,Architecture
12/14/2020,22144,"Restoration of Neon for West 59th Street Marine Transfer Station by Stephen Antonakos, 59th Street Marine Transfer Station, Pier 99, West 59th Street between 12th Avenue and the Hudson River, Manhattan",Manhattan,Final,DCLA%/DDC,27634,Public,Calendared for Consent,Artwork
12/14/2020,22145,"Installation of a rooftop mechanical vent, Paerdegat Athletic Center, 1500 Paerdegat Avenue North, Brooklyn",Brooklyn,Preliminary and Final,DPR,27643,Public,Calendared for Consent,Building systems & Modifications
12/14/2020,22146,"Construction of a bulkhead (Fancy Foods), Hunts Point Food Distribution Center, Building B, 355 Food Center Drive, Bronx",Bronx,Preliminary,EDC,27651,Private,Calendared for Consent,Building systems & Modifications
12/14/2020,22147,"Installation of an interim electrical cabinet and conduit, Little Neck Pump Station, 40th Avenue and 248th Street, Little Neck, Queens",Queens,Preliminary and Final,DEP,27636,Public,Calendared for Consent,Building systems & Modifications
12/14/2020,22148,"Construction of a stoop and fenced-in area, 278 West 25th Street, Manhattan",Manhattan,Preliminary and Final,DOT,27638,Private,Calendared for Consent,Landscape architecture
12/14/2020,22151,"Construction of a prototypical comfort station, Owl Hollow Fields, Arthur Kill Road, Route 440 and Arden Avenue, Staten Island",Staten Island,Final,DPR,27646,Public,Calendared for Consent,Architecture
12/14/2020,22152,"Installation of security bollards, Yeshiva Darchei Torah, 257 Beach 17th Street, Far Rockaway, Queens",Queens,Preliminary and Final,DOT,27639,Public,Calendared for Consent,Street furniture
01/19/2021,21153,"Installation of a door and lighting, 73rd Police Precinct, 1470 East New York Avenue, Brooklyn",Brooklyn,Preliminary and Final,NYPD,27673,Public,Calendared for Consent,Building systems & Modifications
01/19/2021,22104,"Rehabilitation of the Arverne East Nature Preserve, Rockaway Beach, Edgemere Avenue between Beach 44th Street and Beach 56th Place, Arverne, Queens",Queens,Preliminary,DPR/DOT,27669,Public,Calendared for Consent,Landscape architecture
01/19/2021,22126,"Installation of an artwork by Kameelah Janan Rasheed, Willoughby Square Park, Willoughby Street, Abolitionist Place (Duffield Street) and Gold Street, Brooklyn",Brooklyn,Conceptual,DCLA%/EDC,27674,Public,Calendared for Public Hearing,Artwork
01/19/2021,22136,"Reconstruction of Pershing Square East Plaza, Park Avenue between East 41st Street and East 42nd Street, Manhattan",Manhattan,Final,DDC/DOT,27656,Public,Calendared for Consent,Landscape architecture
01/19/2021,22150,"Construction of a prototypical comfort station and adjacent site work, Nameoke Park, Nameoke Avenue and Augustina Avenue, Far Rockaway, Queens",Queens,Final,DPR,27668,Public,Calendared for Consent,Architecture
01/19/2021,22154,"Installation of louvers, Building 3, 7th Floor, South Street between Seventh Avenue and Eighth Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn",Brooklyn,Preliminary and Final,BNYDC,27654,Private,Calendared for Consent,Building systems & Modifications
01/19/2021,22155,"Installation of Waterfront Nature Walk by George Trakas, Phase II & III, Newtown Creek Water Pollution Control Plant, 329 Greenpoint Avenue, Brooklyn",Brooklyn,Final,DCLA%/DDC/DEP,27655,Public,Calendared for Consent,Artwork
01/19/2021,22156,"Installation of a manhole, vent pipe, and overfill signage, Brooklyn 16 Garage, 922 Georgia Avenue, Brooklyn",Brooklyn,Preliminary and Final,DDC/DSNY,27657,Public,Calendared for Consent,Building systems & Modifications
01/19/2021,22157,"Installation of a manhole, vent pipe, and overfill signage, Engine Company 238, 205 Greenpoint Avenue, Brooklyn",Brooklyn,Preliminary and Final,DDC/FDNY,27658,Public,Calendared for Consent,Building systems & Modifications
01/19/2021,22158,"Reconstruction of a fueling station, 71st Police Precinct, 421 Empire Boulevard, Brooklyn",Brooklyn,Preliminary and Final,DDC/NYPD,27659,Public,Calendared for Consent,Building systems & Modifications
01/19/2021,22159,"Construction of an electrical substation and conditioning building, and adjacent site work, Owls Head Wastewater Resource Recovery Facility, 6700 Shore Road, Brooklyn",Brooklyn,Preliminary,DEP,27660,Public,Calendared for Consent,Architecture
01/19/2021,22160,"Installation of an emergency generator hook-up, 70th Road Pump Station, Grand Central Parkway Service Road at 70th Road, Forest Hills, Queens",Queens,Preliminary and Final,DEP,27661,Public,Calendared for Consent,Building systems & Modifications
01/19/2021,22161,"Installation of educational signage at anaerobic digester tanks, Hunts Point Water Pollution Control Plant, Viele Avenue, Manida Street, Ryawa Avenue, and Barretto Street, Bronx",Bronx,Preliminary and Final,DEP,27662,Public,Calendared for Consent,Signage
01/19/2021,22162,"Installation of a sealcoat soccer field, P.S. 1, 335 East 152nd Street, Bronx",Bronx,Preliminary and Final,DOE,27663,Public,Calendared for Consent,Landscape architecture
